Run,Iteration,dim-0,dim-1,dim-2,dim-3,dim-4,dim-5,dim-6,dim-7,dim-8,dim-9,dim-10,dim-11,dim-12,dim-13,dim-14,dim-15,dim-16,dim-17,dim-18,dim-19,dim-20,dim-21,dim-22,dim-23,dim-24,dim-25,dim-26,dim-27,dim-28,dim-29,dim-30,dim-31,dim-32,dim-33,dim-34,dim-35,dim-36,dim-37,dim-38,dim-39,dim-40,dim-41,dim-42,dim-43,dim-44,dim-45,dim-46,dim-47,dim-48,dim-49,dim-50,dim-51,dim-52,dim-53,dim-54,dim-55,dim-56,dim-57,dim-58,dim-59,dim-60,dim-61,dim-62,dim-63,dim-64,dim-65,dim-66,dim-67,dim-68,dim-69,dim-70,dim-71,dim-72,dim-73,dim-74,dim-75,dim-76,dim-77,dim-78,dim-79,dim-80,dim-81,dim-82,dim-83,dim-84,dim-85,dim-86,dim-87,dim-88,dim-89,dim-90,dim-91,dim-92,dim-93,dim-94,dim-95,dim-96,dim-97,dim-98,dim-99,dim-100,dim-101,dim-102,dim-103,dim-104,dim-105,dim-106,dim-107,dim-108,dim-109,dim-110,dim-111,dim-112,dim-113,dim-114,dim-115,dim-116,dim-117,dim-118,dim-119,dim-120,dim-121,dim-122,dim-123,dim-124,dim-125,dim-126,dim-127,dim-128,dim-129,dim-130,dim-131,dim-132,dim-133,dim-134,dim-135,dim-136,dim-137,dim-138,dim-139,dim-140,dim-141,dim-142,dim-143,dim-144,dim-145,dim-146,dim-147,dim-148,dim-149,dim-150,dim-151,dim-152,dim-153,dim-154,dim-155,dim-156,dim-157,dim-158,dim-159,dim-160,dim-161,dim-162,dim-163,dim-164,dim-165,dim-166,dim-167,dim-168,dim-169,dim-170,dim-171,dim-172,dim-173,dim-174,dim-175,dim-176,dim-177,dim-178,dim-179,dim-180,dim-181,dim-182,dim-183,dim-184,dim-185,dim-186,dim-187,dim-188,dim-189,dim-190,dim-191,dim-192,dim-193,dim-194,dim-195,dim-196,dim-197,dim-198,dim-199,dim-200,dim-201,dim-202,dim-203,dim-204,dim-205,dim-206,dim-207,dim-208,dim-209,dim-210,dim-211,dim-212,dim-213,dim-214,dim-215,dim-216,dim-217,dim-218,dim-219,dim-220,dim-221,dim-222,dim-223,dim-224,dim-225,dim-226,dim-227,dim-228,dim-229
1,19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,20,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
1,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,190.1551115191716,269.18475201117366,43.590778049009316,147.64464736042487,243.6535707798251,605.1107452861265,402.89264161480656,229.79222215767626,238.75364506166787,141.9471997628558,250.7519814962994,224.7914207688927,166.72264310126866,113.3853047393793,103.69496212943838,165.460184783858,170.77006570811633,444.24072927970013,257.0138271867657,236.83107008871414,393.099918698702,91.48458724608703,95.17711641358345,226.63317074160818,76.1990626442262,99.68495287846103,724.2235131991564,76.20026166439163,87.30675715165995,184.5304228987174,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0
